rank,composite,venue,year,is_seed,cites_cluster,cited_by_seed,indegree,cited_by_count,lex,facets,title,authors,oa_url,key
1255,0.54,JURIX,2010,0,0,0,0,5,0,,Semantic Analysis of Paragraphs Consisting of Multiple Sentences - Towards Development of a Logical Formulation System,Kenji Takano; Makoto Nakamura; Yoshiko Oyama; Akira Shimazu,,conf/jurix/TakanoNOS10
1256,0.48,DEON,2010,0,0,0,0,4,0,,A Logical Analysis of Commitment Dynamics,Emiliano Lorini,https://hal.archives-ouvertes.fr/hal-03672504/file/DEON_Lorini_CameraReady.pdf,conf/deon/Lorini10
1257,0.48,DEON,2014,0,0,0,0,4,0,,"&apos;Must&apos;, &apos;Ought&apos; and the Structure of Standards",Gunnar Björnsson; Robert Shanklin,https://philpapers.org/archive/BJRMOA.pdf,conf/deon/BjornssonS14
1258,0.48,ICAIL,1993,0,0,0,0,4,0,,Issue Spotting in Legal Cases,Barbara Cuthill; Robert McCartney,,conf/icail/CuthillM93
1259,0.48,ICAIL,1993,0,0,0,0,4,0,,The Credit Act Advisory System (CAAS): Conversion from an Expert System Prototype to a C++ Commercial System,George Vossos; John Zeleznikow; Allan Moore; Daniel Hunter,,conf/icail/VossosZMH93
1260,0.48,ICAIL,1995,0,0,0,0,4,0,,MILIEU: A LKBS to Support Prosecution of Environmental Offenders,Cees Groendijk; Maaike Tragter,,conf/icail/GroendijkT95
1261,0.48,ICAIL,2007,0,0,0,0,4,0,,Assessing patent value through advanced text analysis,Mohammad Al Hasan; W. Scott Spangler,,conf/icail/HasanS07
1262,0.48,ICAIL,2013,0,0,0,0,4,0,,"Computer assisted extraction, merging and correlation of identities with tracks inspector",Jop Hofste; Hans Henseler; Maurice van Keulen,https://ris.utwente.nl/ws/files/5440009/demo_TI_ICAIL2013_hofste_henseler_vankeulen_finalv2.pdf,conf/icail/HofsteHK13
1263,0.48,ICAIL,2013,0,0,0,0,4,0,,Experiments in automated support for argument reconstruction,Radboud Winkels; Jochem Douw; Sara Veldhoen,https://pure.uva.nl/ws/files/2054634/127349_ArgumentMining.pdf,conf/icail/WinkelsDV13
1264,0.48,ICAIL,2015,0,0,0,0,4,0,,How to ground a language for legal discourse in a prototypical perceptual semantics,L. Thorne McCarty,,conf/icail/McCarty15
1265,0.48,ICAIL,2015,0,0,0,0,4,0,,"Originalism, hypothesis testing and big data",John O. McGinnis; Branden Stein,,conf/icail/McGinnisS15
1266,0.48,ICAIL,2015,0,0,0,0,4,0,,Evaluating expertise and sample bias effects for privilege classification in e-discovery,Jyothi K. Vinjumur,,conf/icail/Vinjumur15
1267,0.48,ICAIL,2017,0,0,0,0,4,0,,Early predictability of asylum court decisions,Matthew Dunn; Levent Sagun; Hale Sirin; Daniel Chen,https://publications.ut-capitole.fr/id/eprint/23223/1/Early_Predictability_of_Asylum_Court_Decisions_ICAIL.pdf,conf/icail/DunnSSC17
1268,0.48,ICAIL,2017,0,0,0,0,4,0,,The opportunity prior: a simple and practical solution to the prior probability problem for legal cases,Norman E. Fenton; David A. Lagnado; Christian Dahlman; Martin Neil,https://qmro.qmul.ac.uk/xmlui/bitstream/123456789/22709/1/Fenton%20The%20Opportunity%20Prior%202017%20Accepted.pdf,conf/icail/FentonLDN17
1269,0.48,ICAIL,2017,0,0,0,0,4,0,,Legal content fusion for legal information retrieval,Seongwan Heo; Kihyun Hong; Young-Yik Rhim,,conf/icail/HeoHR17
1270,0.48,ICAIL,2019,0,0,0,0,4,0,,"Westlaw Edge AI Features Demo: KeyCite Overruling Risk, Litigation Analytics, and WestSearch Plus",Tonya Custis; Frank Schilder; Thomas Vacek; Gayle McElvain; Héctor Martínez Alonso,,conf/icail/CustisSVMA19
1271,0.48,ICAIL,2019,0,0,0,0,4,0,,Facts2Law: using deep learning to provide a legal qualification to a set of facts,Ivan Mokanov; Daniel Shane; Benjamin Cerat,,conf/icail/MokanovSC19
1272,0.48,ICAIL,2021,0,0,0,0,4,0,,Predicting legal proceedings status: approaches based on sequential text data,Felipe Maia Polo; Itamar Ciochetti; Emerson Bertolo,https://arxiv.org/pdf/2003.11561,conf/icail/PoloCB21
1273,0.48,ICAIL,2023,0,0,0,0,4,0,,Uncovering Trauma in Genocide Tribunals: An NLP Approach Using the Genocide Transcript Corpus,Miriam Schirmer; Isaac Misael Olguín Nolasco; Edoardo Mosca; Shanshan Xu; Jürgen Pfeffer,,conf/icail/SchirmerNMXP23
1274,0.48,JURIX,2010,0,0,0,0,4,0,,Sharing Knowledge by Conceptual Mapping: the case of EU Thesaural Interoperability,Giacomo Bartoloni; Enrico Francesconi,,conf/jurix/BartoloniF10
1275,0.48,JURIX,2012,0,0,0,0,4,0,,The FSTP Test: a novel approach for an invention&apos;s non-obviousness analysis,Shashishekar Ramakrishna; Naouel Karam; Adrian Paschke,,conf/jurix/RamakrishnaKP12
1276,0.48,JURIX,2013,0,0,0,0,4,0,,Towards Semi-Automatic Identification of Functional Requirements in Legal Texts for Public Administration,Yutaka Yoshida; Kozo Honda; Yuichi Sei; Hiroyuki Nakagawa; Yasuyuki Tahara; Akihiko Ohsuga,,conf/jurix/YoshidaHSNTO13
1277,0.48,JURIX,2014,0,0,0,0,4,0,,Open-Access Grant Data: Towards Meta-Research Innovation,Marta Poblet; Amir Aryani; Kate Caldecott; Timos K. Sellis; Pompeu Casanovas,,conf/jurix/PobletACSC14
1278,0.48,JURIX,2019,0,0,0,0,4,0,,ERST: Leveraging Topic Features for Context-Aware Legal Reference Linking,Sabine Wehnert; Gabriel Campero Durand; Gunter Saake,https://doi.org/10.3233/faia190312,conf/jurix/WehnertDS19
1279,0.48,JURIX,2020,0,0,0,0,4,0,,Natural Language Processing Applications in Case-Law Text Publishing,Francesco Tarasconi; Milad Botros; Matteo Caserio; Gianpiero Sportelli; Giuseppe Giacalone; Carlotta Uttini; Luca Vignati; Fabrizio Zanetta,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200859,conf/jurix/TarasconiBCSGUV20
1280,0.48,JURIX,2021,0,0,0,0,4,0,,Automatically Identifying Eviction Cases and Outcomes Within Case Law of Dutch Courts of First Instance,Masha Medvedeva; Thijmen Dam; Martijn Wieling; Michel Vols,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210312,conf/jurix/MedvedevaDWV21
1281,0.48,JURIX,2023,0,0,0,0,4,0,,Prompt Engineering and Provision of Context in Domain Specific Use of GPT,Marton Ribary; Paul Krause; Miklos Orban; Eugenio Vaccari; Thomas Wood,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230979,conf/jurix/RibaryKOVW23
1282,0.48,JURIX,2024,0,0,0,0,4,0,,Legal Chunking: Evaluating Methods for Effective Legal Text Retrieval,Andrea Filippo Ferraris; Davide Audrito; Giovanni Siragusa; Alessandro Piovano,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241255,conf/jurix/FerrarisASP24
1283,0.48,JURIX,2025,0,0,0,0,4,0,,"An Ontology-Driven Graph RAG for Legal Norms: A Hierarchical, Temporal, and Deterministic Approach",Hudson de Martim,https://doi.org/10.3233/faia251598,conf/jurix/Martim25
1284,0.42,DEON,2010,0,0,0,0,3,0,,Where Did Mally Go Wrong?,Gert-Jan C. Lokhorst,,conf/deon/Lokhorst10
1285,0.42,DEON,2012,0,0,0,0,3,0,,Causality in the Context of Multiple Agents,Robert Demolombe,,conf/deon/Demolombe12
1286,0.42,ICAIL,1987,0,0,0,0,3,0,,An Expert System for Screening Employee Pension Plans for the Internal Revenue Service,G. Grdy; Ramesh S. Patil,,conf/icail/GrdyP87
1287,0.42,ICAIL,1989,0,0,0,0,3,0,,Xcite (An Expert System for Naturalization Cases),A. Galtung; D. S. Maesel,,conf/icail/GaltungM89
1288,0.42,ICAIL,1989,0,0,0,0,3,0,,Representing Developing Legal Doctrine,Anne v. d. L. Gardner,https://dl.acm.org/doi/pdf/10.1145/74014.74017,conf/icail/Gardner89
1289,0.42,ICAIL,1989,0,0,0,0,3,0,,Market Realities of Rule-Based Software for Lawyers: Where the Rubber Meets the Road,R. W. Morrison,,conf/icail/Morrison89
1290,0.42,ICAIL,1991,0,0,0,0,3,0,,Knowledge Acquisition and Knowledge Base Refinement Problems in Developing the KBS Legal Expert System,Julia Barragán; Luciano Barragán,,conf/icail/BarraganB91
1291,0.42,ICAIL,1991,0,0,0,0,3,0,,THUMPER: An Expert System for Stamp Duty,Gail Swaffield,,conf/icail/Swaffield91
1292,0.42,ICAIL,1997,0,0,0,0,3,0,,Question/Answer Dialogues for Interfacing a Database with Supreme Court Decisions (Abstract),José Gabriel Lopes; Paulo Quaresma; Irene Rodrigues,https://dl.acm.org/doi/pdf/10.1145/261618.261664,conf/icail/LopesQR97
1293,0.42,ICAIL,1997,0,0,0,0,3,0,,Knowledge for Automated Legal Problem Solving: Theory Versus Practice,Anja Oskamp; Maaike Tragter,,conf/icail/OskampT97
1294,0.42,ICAIL,2001,0,0,0,0,3,0,,Conception of cognitive interfaces for legal knowledge,Filipe Borges; Danièle Bourcier; Evelyne Andreewsky; Raoul Borges,,conf/icail/BorgesBAB01
1295,0.42,ICAIL,2003,0,0,0,0,3,0,,A Knowledge Base for Automatic Capitulation in Expert System,Eduardo da Silva Mattos; Hugo Cesar Hoeschl; Marcelo S. Ribeiro; Tânia C. D&apos;Agostini Bueno,,conf/icail/MattosHRB03
1296,0.42,ICAIL,2007,0,0,0,0,3,0,,Conditions for access and use of legal document retrieval web services,Martine Boonk; Frances M. T. Brazier; David de Groot; Maarten van Stekelenburg; Anja Oskamp; Martijn Warnier,https://dl.acm.org/doi/pdf/10.1145/1276318.1276325,conf/icail/BoonkBGSOW07
1297,0.42,ICAIL,2009,0,0,0,0,3,0,,Incorporating issues of fairness into development of a multi-agent negotiation support system,John Zeleznikow; Brooke Abrahams,,conf/icail/ZeleznikowA09
1298,0.42,ICAIL,2011,0,0,0,0,3,0,,On using text analytics for event studies,Max R. Kimbrough; Steven O. Kimbrough; Priscilla Murphy,,conf/icail/KimbroughKM11
1299,0.42,ICAIL,2017,0,0,0,0,3,0,,Methods for retrieving alternative contract language using a prototype,Silviu Pitis,,conf/icail/Pitis17
1300,0.42,ICAIL,2019,0,0,0,0,3,0,,Legal Machine-Learning Analysis: First Steps towards A.I. Assisted Legal Research,Wai Yin Mok; Jonathan R. Mok,,conf/icail/MokM19a
1301,0.42,ICAIL,2019,0,0,0,0,3,0,,User-Friendly Open-Source Case-Based Legal Reasoning,Jason Morris,,conf/icail/Morris19
1302,0.42,JURIX,2011,0,0,0,0,3,0,,System for Detection of Illegal Drugs E-Trading,Witold Abramowicz; Piotr Stolarski; Agata Filipowska; Bartosz Perkowski; Krzysztof Wecel,,conf/jurix/AbramowiczSFPW11
1303,0.42,JURIX,2011,0,0,0,0,3,0,,On the Detection and Analysis of VAT Carousel Crime,Czeslaw Jedrzejek; Jaroslaw Bak; Maciej Falkowski; Jolanta Cybulka; Maciej Nowak,,conf/jurix/JedrzejekBFCN11
1304,0.42,JURIX,2012,0,0,0,0,3,0,,Refined Coherence as Constraint Satisfaction Framework for Representing Judicial Reasoning,Michal Araszkiewicz; Jaromír Savelka,http://ruj.uj.edu.pl/xmlui/handle/item/25044,conf/jurix/AraszkiewiczS12
1305,0.42,JURIX,2012,0,0,0,0,3,0,,Computational data protection law: trusting each other offline and online,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,,conf/jurix/BuchananFLSSTU12
1306,0.42,JURIX,2015,0,0,0,0,3,0,,The Role of AI &amp; Law in Legal Data Science,Erich Schweighofer,,conf/jurix/Schweighofer15
1307,0.42,JURIX,2016,0,0,0,0,3,0,,Computer Assisted Legal Linguistics (CAL2),Hanjo Hamann; Friedemann Vogel; Isabelle Gauer,,conf/jurix/HamannVG16
1308,0.42,JURIX,2016,0,0,0,0,3,0,,Arguments for Ethical Systems Design,Bart Verheij,,conf/jurix/Verheij16
1309,0.42,JURIX,2023,0,0,0,0,3,0,,Automatic Simplification of Legal Texts in Portuguese Using Machine Learning,Alexandre Alves; Péricles B. C. Miranda; Rafael Fe Mello; André C. A. Nascimento,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230975,conf/jurix/AlvesMMN23
1310,0.42,JURIX,2023,0,0,0,0,3,0,,Benchmarking Abstractive Models for Italian Legal News Summarization,Irene Benedetto; Luca Cagliero; Francesco Tarasconi; Giuseppe Giacalone; Claudia Bernini,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230980,conf/jurix/BenedettoCTGB23
1311,0.42,JURIX,2023,0,0,0,0,3,0,,CiteCaseLAW: Citation Worthiness Detection in Caselaw for Legal Assistive Writing,Mann Khatri; Reshma Sheik; Yaman Kumar; Rajiv Ratn Shah; Ponnurangam Kumaraguru,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230971,conf/jurix/KhatriS0SK23
1312,0.42,JURIX,2024,0,0,0,0,3,0,,InSaAF: Incorporating Safety Through Accuracy and Fairness - Are LLMs Ready for the Indian Legal Domain?,Yogesh Tripathi; Raghav Donakanti; Sahil Girhepuje; Ishan Kavathekar; Bhaskara Hanuma Vedula; Gokul S. Krishnan; Anmol Goel; Shreya Goyal; Balaraman Ravindran; Ponnurangam Kumaraguru,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241266,conf/jurix/TripathiDGKVKGG24
1313,0.33,DEON,2012,0,0,0,0,2,0,,"A Computationally Grounded Dynamic Logic of Agency, with an Application to Legal Actions",Andreas Herzig; Tiago de Lima; Emiliano Lorini; Nicolas Troquard,http://www.irit.fr/~Andreas.Herzig/P/Deon12.pdf,conf/deon/HerzigLLT12
1314,0.33,ICAIL,1987,0,0,0,0,2,0,,System = Program + Users + Law,Naftaly H. Minsky; David Rozenshtein,https://dl.acm.org/doi/pdf/10.1145/41735.41755,conf/icail/MinskyR87
1315,0.33,ICAIL,1987,0,0,0,0,2,0,,Knowledge Representation in &quot;Default&quot;: An Attempt to Classify General Types of Knowledge used by Legal Experts,R. D. Purdy,https://dl.acm.org/doi/pdf/10.1145/41735.41758,conf/icail/Purdy87
1316,0.33,ICAIL,2003,0,0,0,0,2,0,,Applying Case-Based Reasoning to Knowledge Representation of Tributary Decisions,Alexandre Serra Barreto; Tânia C. D&apos;Agostini Bueno; Hugo Cesar Hoeschl,,conf/icail/BarretoBH03
1317,0.33,ICAIL,2003,0,0,0,0,2,0,,Knowledge-Based System Applied on the Previous Consent of Brazilian National Defense Council,Hugo Cesar Hoeschl; Tânia C. D&apos;Agostini Bueno; Eduardo da Silva Mattos; Ricardo Miranda Barcia; Marcelo S. Ribeiro,,conf/icail/HoeshlBMBR03
1318,0.33,ICAIL,2005,0,0,0,0,2,0,,Re-usable Retrieval Concepts for the Classification of Legal Documents,Kees van Noortwijk; Johanna Visser; Richard V. de Mulder,,conf/icail/NoortwijkVM05
1319,0.33,ICAIL,2007,0,0,0,0,2,0,,The construction of a juridical ontology,Isa Mara da Rosa Alves; Rove Luiza de Oliveira Chishman; Paulo Miguel Torres; Duarte Quaresma,http://hdl.handle.net/10174/1444,conf/icail/AlvesCTQ07
1320,0.33,ICAIL,2007,0,0,0,0,2,0,,Divergence between will and declaration in intelligent agent contracting,Francisco Andrade; Paulo Novais; José Neves,,conf/icail/AndradeNN07
1321,0.33,ICAIL,2011,0,0,0,0,2,0,,Using an OWL ontology to support legal negotiation about owners corporation disputes,Brooke Abrahams; Peter Condliffe; John Zeleznikow,,conf/icail/AbrahamsCZ11
1322,0.33,ICAIL,2011,0,0,0,0,2,0,,Adapting specialized legal metadata to the digital environment: the code of federal regulations parallel table of authorities and rules,Robert C. Richards Jr.; Thomas R. Bruce,,conf/icail/RichardsB11
1323,0.33,ICAIL,2011,0,0,0,0,2,0,,Classifying online dispute resolution through a comparison of family mediation and the Israel - Palestinian conflict,John Zeleznikow; Emilia Bellucci,,conf/icail/ZeleznikowB11
1324,0.33,ICAIL,2015,0,0,0,0,2,0,,"Writing and reviewing contracts: don&apos;t you wish to save time, effort, and money?",Jason Gabbard; Jana Z. Sukkarieh; Federico Silva,,conf/icail/GabbardSS15
1325,0.33,ICAIL,2019,0,0,0,0,2,0,,Towards Computer-aided Analysis of Readability and Comprehensibility of Patient Information in the Context of Clinical Research Projects,Ingo Glaser; Georg Bonczek; Jörg Landthaler; Florian Matthes,,conf/icail/GlaserBLM19
1326,0.33,ICAIL,2019,0,0,0,0,2,0,,Exploiting Search Logs to Aid in Training and Automating Infrastructure for Question Answering in Professional Domains,Filippo Pompili; Jack G. Conrad; Carter Kolbeck,,conf/icail/PompiliCK19
1327,0.33,ICAIL,2021,0,0,0,0,2,0,,Automatic extraction of amendments from polish statutory law,Aleksander Smywinski-Pohl; Mateusz Piech; Zbigniew Kaleta; Krzysztof Wróbel,https://ruj.uj.edu.pl/xmlui/handle/item/288219,conf/icail/Smywinski-PohlP21
1328,0.33,ICAIL,2021,0,0,0,0,2,0,,Live demonstration of a working collaborative enegotiation system (smartsettle infinity),Ernest Thiessen; Graham Ross,,conf/icail/ThiessenR21
1329,0.33,ICAIL,2021,0,0,0,0,2,0,,A simple mathematical model for the legal concept of balancing of interests,Frederike Zufall; Rampei Kimura; Linyu Peng,,conf/icail/ZufallKP21
1330,0.33,ICAIL,2023,0,0,0,0,2,0,,MultiLegalSBD: A Multilingual Legal Sentence Boundary Detection Dataset,Tobias Brugger; Matthias Stürmer; Joel Niklaus,https://dl.acm.org/doi/pdf/10.1145/3594536.3595132,conf/icail/BruggerSN23
1331,0.33,ICAIL,2023,0,0,0,0,2,0,,The Perfect Victim: Computational Analysis of Judicial Attitudes towards Victims of Sexual Violence,Eliya Habba; Renana Keydar; Dan Bareket; Gabriel Stanovsky,,conf/icail/HabbaKBS23
1332,0.33,ICAIL,2023,0,0,0,0,2,0,,Image Analysis Approach to Trademark Congestion and Depletion,Amit Haim; Aniket Kesari,,conf/icail/HaimK23
1333,0.33,ICAIL,2023,0,0,0,0,2,0,,Confidence Sequences for Evaluating One-Phase Technology-Assisted Review,David D. Lewis; Lenora Gray; Mark Noel,https://dl.acm.org/doi/pdf/10.1145/3594536.3595167,conf/icail/LewisGN23
1334,0.33,ICAIL,2023,0,0,0,0,2,0,,Don&apos;t Use a Cannon to Kill a Fly: An Efficient Cascading Pipeline for Long Documents,Zehua Li; Neel Guha; Julian Nyarko,,conf/icail/LiGN23
1335,0.33,ICAIL,2023,0,0,0,0,2,0,,Automated Anonymization of Court Decisions: Facilitating the Publication of Court Decisions through Algorithmic Systems,Kalliopi Terzidou,https://dl.acm.org/doi/pdf/10.1145/3594536.3595151,conf/icail/Terzidou23
1336,0.33,ICAIL,2025,0,0,0,0,2,0,,LLMs Provide Unstable Answers to Legal Questions,Andrew Blair-Stanek; Benjamin Van Durme,https://doi.org/10.1145/3769126.3769245,conf/icail/Blair-StanekD25
1337,0.33,ICAIL,2025,0,0,0,0,2,0,,An Overview of the COLIEE 2025 Competition: Legal Case Law and Statute Law Information Retrieval and Entailment,Randy Goebel; Yoshinobu Kano; Mi-Young Kim; Calum Kwan; Ken Satoh; Hiroaki Yamada; Masaharu Yoshioka,https://doi.org/10.1145/3769126.3785016,conf/icail/GoebelKKKS0Y25
1338,0.33,ICAIL,2025,0,0,0,0,2,0,,AI for Statutory Simplification: A Comprehensive State Legal Corpus and Labor Benchmark,Emaan Hariri; Daniel E. Ho,https://doi.org/10.1145/3769126.3769256,conf/icail/HaririH25
1339,0.33,JURIX,2009,0,0,0,0,2,0,,XDTD as a Simple Validation Language for XML-based Legal Documents,Gioele Barabucci; Fabio Vitali,,conf/jurix/BarabucciV09
1340,0.33,JURIX,2009,0,0,0,0,2,0,,Emerald: Legal Knowledge Engineering Using OWL and Rules,András Förhécz; Gábor Korösi; András Millinghoffer; György Strausz,,conf/jurix/ForheczKMS09
1341,0.33,JURIX,2009,0,0,0,0,2,0,,An Ontology for the Implementation of the EU Services Directive,Doris Liebwald,,conf/jurix/Liebwald09
1342,0.33,JURIX,2010,0,0,0,0,2,0,,Canonicalizing Complex Case Law Citations,Marc van Opijnen,,conf/jurix/Opijnen10
1343,0.33,JURIX,2010,0,0,0,0,2,0,,Update Legal Documents Using Hierarchical Ranking Models and Word Clustering,Minh Quang Nhat Pham; Minh Le Nguyen; Akira Shimazu,,conf/jurix/PhamNS10
1344,0.33,JURIX,2014,0,0,0,0,2,0,,Towards Graph-based and Semantic Search in Legal Information Access Systems,Nada Mimouni; Adeline Nazarenko; Ève Paul; Sylvie Salotti,,conf/jurix/MimouniNPS14
1345,0.33,JURIX,2015,0,0,0,0,2,0,,Business Process Management for Legal Domains: Supporting Execution and Management of Preliminary Injunctions,Federico Capuzzimati; Andrea Violato; Matteo Baldoni; Guido Boella,,conf/jurix/CapuzzimatiVBB15
1346,0.33,JURIX,2015,0,0,0,0,2,0,,Improvements in Information Extraction in Legal Text by Active Learning,Cristian Cardellino; Laura Alonso Alemany; Serena Villata; Elena Cabrio,https://inria.hal.science/hal-01236697/document,conf/jurix/CardellinoAVC15
1347,0.33,JURIX,2015,0,0,0,0,2,0,,No Match-making but Biconditionals: - Agents and the Role of the State in Legal Relations,Réka Markovich,,conf/jurix/Markovich15
1348,0.33,JURIX,2016,0,0,0,0,2,0,,Explaining Bayesian Belief Revision for Legal Applications,Jeroen Keppens,,conf/jurix/Keppens16
1349,0.33,JURIX,2018,0,0,0,0,2,0,,Query Generation for Patent Retrieval with Keyword Extraction Based on Syntactic Features,Julien Rossi; Evangelos Kanoulas,https://dare.uva.nl/personal/pure/en/publications/query-generation-for-patent-retrieval-with-keyword-extraction-based-on-syntactic-features(36860c31-195f-4ff7-a053-2bdacaab3f6f).html,conf/jurix/RossiK18
1350,0.33,JURIX,2018,0,0,0,0,2,0,,Japanese Legal Term Correction Using Random Forests,Takahiro Yamakoshi; Takahiro Komamizu; Yasuhiro Ogawa; Katsuhiko Toyama,,conf/jurix/YamakoshiKOT18
1351,0.33,JURIX,2019,0,0,0,0,2,0,,Improving the Processing of Question Answer Based Legal Documents,Saurabh Chakravarty; Maanav Mehrotra; Raja Venkata Satya Phanindra Chava; Han Liu; Matthew Krivansky; Edward A. Fox,https://doi.org/10.3233/faia190302,conf/jurix/ChakravartyMCLK19
1352,0.33,JURIX,2019,0,0,0,0,2,0,,The NAI Suite - Drafting and Reasoning over Legal Texts,Tomer Libal; Alexander Steen,http://ebooks.iospress.nl/publication/53680,conf/jurix/LibalS19
1353,0.33,JURIX,2019,0,0,0,0,2,0,,Application of Character-Level Language Models in the Domain of Polish Statutory Law,Aleksander Smywinski-Pohl; Krzysztof Wróbel; Karol Lasocki; Michal Jungiewicz,https://doi.org/10.3233/faia190328,conf/jurix/Smywinski-PohlW19
1354,0.33,JURIX,2020,0,0,0,0,2,0,,Plain Language Assessment of Statutes,Wolfgang Alschner; Daniel D&apos;Alimonte; Giovanni C. Giuga; Sophie Gadbois,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200865,conf/jurix/AlschnerDGG20
1355,0.33,JURIX,2020,0,0,0,0,2,0,,Automatic Removal of Identifying Information in Official EU Languages for Public Administrations: The MAPA Project,Lucie Gianola; Eriks Ajausks; Victoria Arranz; Chomicha Bendahman; Laurent Bié; Claudia Borg; Aleix Cerdà-i-Cucó; Khalid Choukri; Montse Cuadros; Ona de Gibert; Hans Degroote; Elena Edelman; Thierry Etchegoyhen; Ángela Franco Torres; Mercedes García Hernandez; Aitor García-Pablos; Albert Gatt; Cyril Grouin; Manuel Herranz; Alejandro Adolfo Kohan; Thomas Lavergne; Maite Melero; Patrick Paroubek; Mickaël Rigault; Mike Rosner; Roberts Rozis; Lonneke van der Plas; Rinalds Viksna; Pierre Zweigenbaum,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200869,conf/jurix/GianolaAABBBCCC20
1356,0.33,JURIX,2021,0,0,0,0,2,0,,Visualization of Legal Informatics,Friedrich Lachmayer; Vytautas Cyras,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210310,conf/jurix/LachmayerC21
1357,0.33,JURIX,2022,0,0,0,0,2,0,,Investigating Strategies for Clause Recommendation,Sagar Joshi; Sumanth Balaji; Jerrin Thomas; Aparna Garimella; Vasudeva Varma,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220450,conf/jurix/JoshiBTGV22
1358,0.33,JURIX,2022,0,0,0,0,2,0,,WhenTheFact: Extracting Events from European Legal Decisions,María Navas-Loro; Víctor Rodríguez-Doncel,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220470,conf/jurix/Navas-LoroR22
1359,0.33,JURIX,2023,0,0,0,0,2,0,,Advancing Knowledge Discoveries in Criminal Investigations with Semantic Textual Similarity,Katrin Franke,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230973,conf/jurix/Franke23
1360,0.33,JURIX,2023,0,0,0,0,2,0,,LogiLaw Dataset Towards Reinforcement Learning from Logical Feedback (RLLF),Ha-Thanh Nguyen; Wachara Fungwacharakorn; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230967,conf/jurix/NguyenFS23
1361,0.33,JURIX,2024,0,0,0,0,2,0,,Impacts of Continued Legal Pre-Training and IFT on LLMs&apos; Latent Representations of Human-Defined Legal Concepts,Shaun Ho,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241259,conf/jurix/Ho24
1362,0.33,JURIX,2024,0,0,0,0,2,0,,Similar Phrases for Cause of Actions of Civil Cases,Ho-Chien Huang; Chao-Lin Liu,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241274,conf/jurix/HuangL24
1363,0.33,JURIX,2024,0,0,0,0,2,0,,Combining Rule-Based and Machine Learning Methods for Efficient Information Extraction from Enforcement Decisions,Harry Nan; Maarten Marx; Johan Wolswinkel,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241262,conf/jurix/NanMW24
1364,0.33,JURIX,2024,0,0,0,0,2,0,,A Multi-Stage Prompting and RAG Approach to Generating Legal Analysis in Common Law Systems,Titus T. H. Ng; Tien-Hsuan Wu; Benjamin Minhao Chen; Yongxi Chen; Ben Kao,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241278,conf/jurix/NgWCCK24
1365,0.33,JURIX,2024,0,0,0,0,2,0,,ConsRAG: Minimize LLM Hallucinations in the Legal Domain,Ha-Thanh Nguyen; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241263,conf/jurix/NguyenS24
1366,0.33,JURIX,2024,0,0,0,0,2,0,,Robots in the Middle: Evaluating LLMs in Dispute Resolution,Jinzhe Tan; Hannes Westermann; Nikhil Reddy Pottanigari; Jaromír Savelka; Sébastien Meeùs; Mia Godet; Karim Benyekhlef,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241243,conf/jurix/TanWPSMGB24
1367,0.33,JURIX,2025,0,0,0,0,2,0,,Do LLMs Truly &quot;Understand&quot; when a Precedent Is Overruled?,Li Zhang; Jaromír Savelka; Kevin D. Ashley,https://doi.org/10.3233/faia251592,conf/jurix/ZhangSA25
1368,0.21,DEON,2008,0,0,0,0,1,0,,Norms in Branching Space-Times,Nuel Belnap,,conf/deon/Belnap08
1369,0.21,ICAIL,1987,0,0,0,0,1,0,,Handing of Significant Deviations from Boilerplate Text,Gary Morris; Keith Taylor; Maury Harwood,,conf/icail/MorrisTH87
1370,0.21,ICAIL,1989,0,0,0,0,1,0,,Knowledge and Tools in Building GRANDJUR 1.1,R. D. Purdy,,conf/icail/Purdy89
1371,0.21,ICAIL,1989,0,0,0,0,1,0,,CACE: Computer-Assisted Case Evaluation in the Brooklyn District Attorney&apos;s Office,S. S. Weiner,,conf/icail/Weiner89
